,filename,x1,y1,x2,y2
74,./20C_A_A2_80_4.png,74,218,200,368
75,./20C_A_A2_81_0.png,312,144,438,294
76,./20C_A_A2_81_1.png,74,218,200,368
77,./20C_A_A2_81_2.png,306.4414978,221.7718353,419.934906,356.8830261
78,./20C_A_A2_81_3.png,29.25344849,116.4636536,186.231842,303.3426819
79,./20C_A_A2_81_4.png,316.4042664,135.1914978,452.3138123,296.9885864
80,./20C_A_A2_82_0.png,74,144,200,294
81,./20C_A_A2_82_1.png,74,218,200,368
82,./20C_A_A2_82_2.png,74,218,200,368
83,./20C_A_A2_82_3.png,74,144,200,294
84,./20C_A_A2_82_4.png,74,144,200,294
85,./20C_A_A2_83_0.png,310.5372925,218.9925537,433.2462463,365.0746002
86,./20C_A_A2_83_1.png,99.99005127,159.9938812,207.996933,288.5735168
87,./20C_A_A2_83_2.png,74,144,200,294
88,./20C_A_A2_83_3.png,312,218,438,368
89,./20C_A_A2_83_4.png,74,218,200,368
90,./20C_A_A2_138_0.png,74,218,200,368
91,./20C_A_A2_138_1.png,97.10644531,158.2193451,207.1096802,289.1755676
92,./20C_A_A2_138_2.png,32.08918381,118.2087326,187.1043701,302.7506104
93,./20C_A_A2_138_3.png,84.31474304,220.1536255,203.1737671,361.6524658
94,./20C_A_A2_138_4.png,312,144,438,294
95,./20C_A_A2_139_0.png,312,144,438,294
96,./20C_A_A2_139_1.png,74,144,200,294
97,./20C_A_A2_139_2.png,74,144,200,294
98,./20C_A_A2_139_3.png,312,144,438,294
99,./20C_A_A2_139_4.png,318.1493225,131.7013397,457.985321,298.17276
100,./20C_A_A2_140_0.png,40.24953842,123.230484,189.6152496,301.046814
101,./20C_A_A2_140_1.png,312,218,438,368
102,./20C_A_A2_140_2.png,312,218,438,368
103,./20C_A_A2_140_3.png,312,218,438,368
104,./20C_A_A2_140_4.png,312,144,438,294
105,./20C_A_A2_141_0.png,312,144,438,294
106,./20C_A_A2_141_1.png,325.0877991,117.8244095,480.5353394,302.881012
107,./20C_A_A2_141_2.png,74,218,200,368
108,./20C_A_A2_141_3.png,312,218,438,368
109,./20C_A_A2_141_4.png,65.11196899,138.5304565,197.2652283,295.8557434
110,./20C_A_A2_143_0.png,105.0229492,163.0910492,209.5455322,287.5226746
111,./20C_A_A2_143_1.png,300.1786194,167.6427917,399.5804749,285.9783325
112,./20C_A_A2_143_2.png,315.3918457,215.6983948,449.023468,374.7836761
113,./20C_A_A2_143_3.png,42.81591797,211.4890442,190.4049072,387.1902008
114,./20C_A_A2_143_4.png,63.36639404,215.7798004,196.7281189,374.5437622
115,./20C_A_A2_144_0.png,312,144,438,294
116,./20C_A_A2_144_1.png,74,144,200,294
117,./20C_A_A2_144_2.png,53.29418564,213.6768188,193.6289825,380.7420349
118,./20C_A_A2_144_3.png,74,144,200,294
119,./20C_A_A2_144_4.png,316.2896118,215.0891876,451.9412842,376.5792542
120,./20C_A_A2_145_0.png,320.0971985,127.8056107,464.3158875,299.4945374
121,./20C_A_A2_145_1.png,325.6386719,116.7226868,482.3256226,303.2547913
122,./20C_A_A2_145_2.png,67.65000916,140.0923157,198.0461578,295.3258362
123,./20C_A_A2_145_3.png,74,144,200,294
124,./20C_A_A2_145_4.png,88.29895782,152.7993622,204.3996735,291.0144958
125,./20C_A_A2_146_0.png,308.3555603,220.4730072,426.1555481,360.7111206
126,./20C_A_A2_146_1.png,47.6156311,127.7634735,191.8817444,299.5088196
127,./20C_A_A2_146_2.png,80.3487854,147.9069519,201.9534607,292.6744385
128,./20C_A_A2_146_3.png,319.3363953,129.3272247,461.8432617,298.9782715
129,./20C_A_A2_146_4.png,323.7187805,210.0479736,476.0860596,391.437561
130,./20C_A_A2_150_0.png,312,218,440,366
131,./20C_A_A2_150_1.png,38.17260742,211.013916,189.7047119,386.2228928
132,./20C_A_A2_150_2.png,312,146,440,294
133,./20C_A_A2_150_3.png,72,218,200,366
134,./20C_A_A2_150_4.png,312,146,440,294
135,./20C_A_A2_151_0.png,305.6930237,222.2797241,419.2770996,353.6112976
136,./20C_A_A2_151_1.png,298.6246033,227.0761719,396.0522461,339.7268677
137,./20C_A_A2_151_2.png,26.03367043,118.5201263,186.0102539,303.493042
138,./20C_A_A2_151_3.png,302.9947205,163.6889496,410.4112244,287.8892822
139,./20C_A_A2_151_4.png,61.69924927,139.8419342,196.8649902,296.1273193
140,./20C_A_A2_158_0.png,312,218,440,366
141,./20C_A_A2_158_1.png,72.24633789,146.1472626,200.0749817,293.9491272
142,./20C_A_A2_158_2.png,313.050415,217.2872314,443.4513245,368.0632935
143,./20C_A_A2_158_3.png,72,218,200,366
144,./20C_A_A2_158_4.png,102.7305679,224.3465271,209.3527832,347.628479
145,./20C_A_A2_163_0.png,48.659729,132.0465851,192.8964386,298.820282
146,./20C_A_A2_163_1.png,72,218,200,366
147,./20C_A_A2_163_2.png,312,146,440,294
148,./20C_A_A2_163_3.png,312,146,440,294
149,./20C_A_A2_163_4.png,312,146,440,294
150,./20C_A_A2_174_0.png,72,216,200,364
151,./20C_A_A2_174_1.png,72,148,200,296
152,./20C_A_A2_174_2.png,72,148,200,296
153,./20C_A_A2_174_3.png,312.2038269,147.6069183,440.6696777,296.1455688
154,./20C_A_A2_174_4.png,312,216,440,364
155,./20C_A_A2_190_0.png,40.91205597,210.2366028,187.3549042,379.5611572
156,./20C_A_A2_190_1.png,68,216,196,364
157,./20C_A_A2_190_2.png,316,216,444,364
158,./20C_A_A2_190_3.png,316,216,444,364
159,./20C_A_A2_190_4.png,316,148,444,296
160,./20C_A_A2_201_0.png,30.96850586,210.5149231,184.181427,387.667366
161,./20C_A_A2_201_1.png,316,218,444,366
162,./20C_A_A2_201_2.png,68,146,196,294
163,./20C_A_A2_201_3.png,307.9344788,160.7867737,418.7280579,288.8918457
164,./20C_A_A2_201_4.png,68,218,196,366
165,./20C_A_A2_207_0.png,328.0445251,132.8271027,476.7815857,304.8043518
166,./20C_A_A2_207_1.png,81.7780838,158.8025055,199.1486359,294.512207
167,./20C_A_A2_207_2.png,66,214,194,362
168,./20C_A_A2_207_3.png,318,214,446,362
169,./20C_A_A2_207_4.png,326.1189575,136.1192322,470.8806458,303.499939
170,./20C_A_A2_211_0.png,323.2633667,134.9259338,466.7585754,300.8422546
171,./20C_A_A2_211_1.png,302.2168274,225.1887817,400.8126831,339.1902618
172,./20C_A_A2_211_2.png,316,148,444,296
173,./20C_A_A2_211_3.png,322.4420471,136.4043274,464.1850586,300.2946777
174,./20C_A_A2_211_4.png,316,216,444,364
175,./20C_A_A3_0_0.png,140.1730652,256,263.2391968,382.6856995
176,./20C_A_A3_0_1.png,246.1540833,83.69645691,413.534668,256
177,./20C_A_A3_0_2.png,248,116,384,256
178,./20C_A_A3_0_3.png,247.0794525,99.89028931,398.7288818,256
179,./20C_A_A3_0_4.png,128,116,264,256
180,./20C_A_A3_2_0.png,249.4026794,256,398.941925,409.9374542
181,./20C_A_A3_2_1.png,126,256,262,396
182,./20C_A_A3_2_2.png,250,116,386,256
183,./20C_A_A3_2_3.png,250,256,386,396
184,./20C_A_A3_2_4.png,126,256,262,396
185,./20C_A_A3_3_0.png,250.8186798,135.1025391,368.2619324,256
186,./20C_A_A3_3_1.png,138.6808167,129.6562653,261.4147339,256
187,./20C_A_A3_3_2.png,126,116,262,256
188,./20C_A_A3_3_3.png,126,116,262,256
189,./20C_A_A3_3_4.png,126,116,262,256
190,./20C_A_A3_4_0.png,107.9415207,96.55240631,262.8334656,256
191,./20C_A_A3_4_1.png,126,256,262,396
192,./20C_A_A3_4_2.png,154.464447,146.654007,260.6862488,256
193,./20C_A_A3_4_3.png,126,256,262,396
194,./20C_A_A3_4_4.png,250,256,386,396
195,./20C_A_A3_5_0.png,116.8911743,256,262.4204102,405.8095093
196,./20C_A_A3_5_1.png,250,256,386,396
197,./20C_A_A3_5_2.png,250,256,386,396
198,./20C_A_A3_5_3.png,249.8239594,256,389.8140869,400.1074829
199,./20C_A_A3_5_4.png,249.4134064,102.312851,398.7095032,256
200,./20C_A_A3_6_0.png,250,116,386,256
201,./20C_A_A3_6_1.png,126,116,262,256
202,./20C_A_A3_6_2.png,126,116,262,256
203,./20C_A_A3_6_3.png,126,116,262,256
204,./20C_A_A3_6_4.png,250,116,386,256
205,./20C_A_A3_7_0.png,249.0765686,256,406.0077209,417.5467911
206,./20C_A_A3_7_1.png,248.5809784,256,416.7455139,429.1105652
207,./20C_A_A3_7_2.png,126,256,262,396
208,./20C_A_A3_7_3.png,251.4526978,149.8962402,354.5249329,256
209,./20C_A_A3_7_4.png,250,116,386,256
210,./20C_A_A3_8_0.png,249.120636,256,405.052887,416.5184937
211,./20C_A_A3_8_1.png,126,256,262,396
212,./20C_A_A3_8_2.png,250,116,386,256
213,./20C_A_A3_8_3.png,251.1977997,143.9487762,360.0475769,256
214,./20C_A_A3_8_4.png,123.5423889,256,262.1134338,398.6466675
215,./20C_A_A3_9_0.png,150.5518799,256,260.8668365,369.5595093
216,./20C_A_A3_9_1.png,126,116,262,256
217,./20C_A_A3_9_2.png,249.1960907,256,403.4179077,414.7577515
218,./20C_A_A3_9_3.png,126,116,262,256
219,./20C_A_A3_9_4.png,248.5836334,256,416.6878967,429.0484924
220,./20C_A_A3_15_0.png,252,256,388,396
221,./20C_A_A3_15_1.png,252,116,388,256
222,./20C_A_A3_15_2.png,120.0388184,256,260.1200409,400.2012482
223,./20C_A_A3_15_3.png,136.5263672,256,259.6204224,382.7144775
224,./20C_A_A3_15_4.png,124,256,260,396
225,./20C_A_A3_16_0.png,252.4761658,256,372.2863159,379.3339691
226,./20C_A_A3_16_1.png,252,256,388,396
227,./20C_A_A3_16_2.png,252,116,388,256
228,./20C_A_A3_16_3.png,124,256,260,396
229,./20C_A_A3_16_4.png,251.0793915,256,418.3798828,428.2210846
230,./20C_A_A3_18_0.png,249.6155396,256,394.3299561,404.9707031
231,./20C_A_A3_18_1.png,147.7327118,139.4044647,260.9969482,256
232,./20C_A_A3_18_2.png,126,116,262,256
233,./20C_A_A3_18_3.png,126,256,262,396
234,./20C_A_A3_18_4.png,249.9298706,256,387.5193787,397.636261
235,./20C_A_A3_20_0.png,154.7476501,148.6111298,259.0682526,256
236,./20C_A_A3_20_1.png,252,256,388,396
237,./20C_A_A3_20_2.png,92.45674133,82.54502869,260.9558716,256
238,./20C_A_A3_20_3.png,252,116,388,256
239,./20C_A_A3_20_4.png,252,256,388,396
240,./20C_A_A3_21_0.png,251.5627289,100.6952972,402.4301453,256
241,./20C_A_A3_21_1.png,252,116,388,256
242,./20C_A_A3_21_2.png,252,116,388,256
243,./20C_A_A3_21_3.png,110.7946167,256,260.400177,410.0057068
244,./20C_A_A3_21_4.png,124,116,260,256
245,./20C_A_A3_22_0.png,252.7723236,256,362.5131836,368.9685364
246,./20C_A_A3_22_1.png,110.3596497,256,260.4133453,410.4670334
247,./20C_A_A3_22_2.png,141.7021179,134.7749786,259.4635773,256
248,./20C_A_A3_22_3.png,124,116,260,256
249,./20C_A_A3_22_4.png,131.5147095,256,259.7722778,388.0298691
250,./20C_A_A3_23_0.png,251.6368103,103.2880936,399.9855042,256
251,./20C_A_A3_23_1.png,252.585434,136.4902954,368.6805725,256
252,./20C_A_A3_23_2.png,252.3340454,256,376.9766541,384.3085861
253,./20C_A_A3_23_3.png,124,116,260,256
254,./20C_A_A3_23_4.png,252.9521942,256,356.5776978,362.6733093
255,./20C_A_A3_24_0.png,124,256,260,396
256,./20C_A_A3_24_1.png,251.2012787,88.04489136,414.357666,256
257,./20C_A_A3_24_2.png,252,256,388,396
258,./20C_A_A3_24_3.png,121.3386002,113.1773071,260.080658,256
259,./20C_A_A3_24_4.png,124,116,260,256
260,./20C_A_A3_25_0.png,124,116,260,256
261,./20C_A_A3_25_1.png,135.7450256,128.4568634,259.6440887,256
262,./20C_A_A3_25_2.png,111.2764893,102.5053635,260.3855591,256
263,./20C_A_A3_25_3.png,251.766037,107.8111649,395.7209167,256
264,./20C_A_A3_25_4.png,110.3516083,101.524437,260.4135742,256
265,./20C_A_A3_26_0.png,124,116,260,256
266,./20C_A_A3_26_1.png,251.6555634,256,399.3666687,408.0555496
267,./20C_A_A3_26_2.png,124,256,260,396
268,./20C_A_A3_26_3.png,251.8499451,110.7481461,392.9517517,256
269,./20C_A_A3_26_4.png,252.7947845,256,361.7721252,368.1825562
270,./20C_A_A3_28_0.png,251.0889282,256,418.0656128,427.8877869
271,./20C_A_A3_28_1.png,252.9956818,256,355.1423035,361.1509247
272,./20C_A_A3_28_2.png,100.9906616,91.59615326,260.6972656,256
273,./20C_A_A3_28_3.png,113.3818054,104.7382965,260.3217621,256
274,./20C_A_A3_28_4.png,124,116,260,256
275,./20C_A_A3_29_0.png,252,116,388,256
276,./20C_A_A3_29_1.png,112.8952332,256,260.3365021,407.777771
277,./20C_A_A3_29_2.png,251.2592621,256,412.4441833,421.9256287
278,./20C_A_A3_29_3.png,252,116,388,256
279,./20C_A_A3_29_4.png,251.3501434,93.25478363,409.4454956,256
280,./20C_A_A3_31_0.png,252,256,388,396
281,./20C_A_A3_31_1.png,252,116,388,256
282,./20C_A_A3_31_2.png,252.0841827,256,385.2219849,393.0536194
283,./20C_A_A3_31_3.png,124,256,260,396
284,./20C_A_A3_31_4.png,251.6317749,256,400.1516113,408.888092
285,./20C_A_A3_35_0.png,139.638443,132.5862274,259.526123,256
286,./20C_A_A3_35_1.png,124,256,260,396
287,./20C_A_A3_35_2.png,252,116,388,256
288,./20C_A_A3_35_3.png,115.0075989,256,260.2724915,405.537384
289,./20C_A_A3_35_4.png,252,256,388,396
290,./20C_A_A3_36_0.png,138.4776917,131.3551331,259.5612793,256
291,./20C_A_A3_36_1.png,252,256,388,396
292,./20C_A_A3_36_2.png,252.3027954,256,378.0079041,385.4023209
293,./20C_A_A3_36_3.png,252,116,388,256
294,./20C_A_A3_36_4.png,124,116,260,256
295,./20C_A_A3_40_0.png,252,256,388,396
296,./20C_A_A3_40_1.png,251.5351257,256,403.3406677,412.2704163
297,./20C_A_A3_40_2.png,124,256,260,396
298,./20C_A_A3_40_3.png,252.0277252,256,387.0852661,395.0298233
299,./20C_A_A3_40_4.png,124,116,260,256
300,./20C_A_A3_43_0.png,124,116,260,256
301,./20C_A_A3_43_1.png,252.4172668,256,374.2302856,381.395752
302,./20C_A_A3_43_2.png,124,256,260,396
303,./20C_A_A3_43_3.png,124,256,260,396
304,./20C_A_A3_43_4.png,252,256,388,396
305,./20C_A_A3_44_0.png,124,116,260,256
306,./20C_A_A3_44_1.png,124,116,260,256
307,./20C_A_A3_44_2.png,124,256,260,396
308,./20C_A_A3_44_3.png,124,256,260,396
309,./20C_A_A3_44_4.png,124,256,260,396
310,./20C_A_A3_46_0.png,254.0193939,117.3573608,388.7008057,256
311,./20C_A_A3_46_1.png,122,256,258,396
312,./20C_A_A3_46_2.png,254.2065735,256,376.159729,381.5400238
313,./20C_A_A3_46_3.png,122,116,258,256
314,./20C_A_A3_46_4.png,254,116,390,256
315,./20C_A_A3_47_0.png,253.5444489,256,420.5221252,427.8887787
316,./20C_A_A3_47_1.png,112.3743591,256,258.1436615,406.0566406
317,./20C_A_A3_47_2.png,122,256,258,396
318,./20C_A_A3_47_3.png,254,256,390,396
319,./20C_A_A3_47_4.png,253.8408356,256,400.6641541,407.1416626
320,./20C_A_A3_48_0.png,122,256,258,396
321,./20C_A_A3_48_1.png,105.1782532,256,258.2510681,413.5749664
322,./20C_A_A3_48_2.png,147.033844,256,257.6263733,369.8452454
323,./20C_A_A3_48_3.png,254,256,390,396
324,./20C_A_A3_48_4.png,254,256,390,396
325,./20C_A_A3_49_0.png,254,256,390,396
326,./20C_A_A3_49_1.png,122,116,258,256
327,./20C_A_A3_49_2.png,253.8937836,256,397.1166992,403.4353638
328,./20C_A_A3_49_3.png,254,256,390,396
329,./20C_A_A3_49_4.png,254,256,390,396
330,./20C_A_A3_50_0.png,98.48187256,91.42881012,258.3510132,256
331,./20C_A_A3_50_1.png,122,116,258,256
332,./20C_A_A3_50_2.png,122,256,258,396
333,./20C_A_A3_50_3.png,138.4070129,133.1416473,257.755127,256
334,./20C_A_A3_50_4.png,254,116,390,256
335,./20C_A_A3_51_0.png,253.5623627,85.36548615,419.3215942,256
336,./20C_A_A3_51_1.png,254.3103027,137.7212219,369.2096863,256
337,./20C_A_A3_51_2.png,254.2955475,256,370.1978455,375.3111877
338,./20C_A_A3_51_3.png,254.3900146,143.300766,363.8692627,256
339,./20C_A_A3_51_4.png,122,116,258,256
340,./20C_A_A3_52_0.png,252,256,388,396
341,./20C_A_A3_52_1.png,252,116,388,256
342,./20C_A_A3_52_2.png,252,256,388,396
343,./20C_A_A3_52_3.png,251.7151337,256,397.4006958,405.9704361
344,./20C_A_A3_52_4.png,124,116,260,256
345,./20C_A_A3_53_0.png,253.5751495,86.26066589,418.4647827,256
346,./20C_A_A3_53_1.png,254,116,390,256
347,./20C_A_A3_53_2.png,253.6998444,94.98893738,410.1105957,256
348,./20C_A_A3_53_3.png,102.4810715,95.60709381,258.2913208,256
349,./20C_A_A3_53_4.png,97.46133423,256,258.3662415,421.6374054
350,./20C_A_A3_54_0.png,134.973465,256,257.806366,382.4456482
351,./20C_A_A3_54_1.png,129.125946,123.4450226,257.8936462,256
352,./20C_A_A3_54_2.png,101.8389282,256,258.3009186,417.0638199
353,./20C_A_A3_54_3.png,254.0375671,118.6298141,387.4828796,256
354,./20C_A_A3_54_4.png,254,256,390,396
355,./20C_A_A3_55_0.png,152.1827393,256,257.5495148,364.4658051
356,./20C_A_A3_55_1.png,122,256,258,396
357,./20C_A_A3_55_2.png,254,256,390,396
358,./20C_A_A3_55_3.png,122,256,258,396
359,./20C_A_A3_55_4.png,254.4908752,150.3614197,357.1112061,256
360,./20C_A_A3_56_0.png,88.54508209,81.04709625,258.4993286,256
361,./20C_A_A3_56_1.png,254,256,390,396
362,./20C_A_A3_56_2.png,254,116,390,256
363,./20C_A_A3_56_3.png,153.0159149,256,257.5370789,363.5953064
364,./20C_A_A3_56_4.png,254,256,390,396
365,./20C_A_A3_57_0.png,142.7546082,137.6839142,257.6902313,256
366,./20C_A_A3_57_1.png,253.7614746,99.30277252,405.9816284,256
367,./20C_A_A3_57_2.png,122,256,258,396
368,./20C_A_A3_57_3.png,254.02948,256,388.025238,393.9367981
369,./20C_A_A3_57_4.png,122,256,258,396
370,./20C_A_A3_58_0.png,154.9363556,150.4111176,257.5084229,256
371,./20C_A_A3_58_1.png,254,256,390,396
372,./20C_A_A3_58_2.png,253.5328064,83.29633331,421.3020935,256
373,./20C_A_A3_58_3.png,254,116,390,256
374,./20C_A_A3_58_4.png,254.3742218,256,364.9266357,369.8039551
375,./20C_A_A3_59_0.png,254,116,390,256
376,./20C_A_A3_59_1.png,122,256,258,396
377,./20C_A_A3_59_2.png,254.201767,256,376.4813232,381.8760071
378,./20C_A_A3_59_3.png,122,116,258,256
379,./20C_A_A3_59_4.png,254,256,390,396
380,./20C_A_A3_60_0.png,254,116,390,256
381,./20C_A_A3_60_1.png,103.6466064,96.82481384,258.2739258,256
382,./20C_A_A3_60_2.png,254.3827057,256,364.35849,369.2103729
383,./20C_A_A3_60_3.png,254.4034271,144.2403564,362.9699402,256
384,./20C_A_A3_60_4.png,122,116,258,256
385,./20C_A_A3_61_0.png,124,256,260,396
386,./20C_A_A3_61_1.png,124,116,260,256
387,./20C_A_A3_61_2.png,142.131424,256,259.4505615,376.7696838
388,./20C_A_A3_61_3.png,251.7608795,256,395.8908997,404.3691483
389,./20C_A_A3_61_4.png,124,256,260,396
390,./20C_A_A3_62_0.png,110.2434082,101.4096832,260.4168701,256
391,./20C_A_A3_62_1.png,252,256,388,396
392,./20C_A_A3_62_2.png,252,256,388,396
393,./20C_A_A3_62_3.png,252.3184814,256,377.4899902,384.8530273
394,./20C_A_A3_62_4.png,251.2093201,88.32608795,414.0925598,256
395,./20C_A_A3_64_0.png,122,256,258,396
396,./20C_A_A3_64_1.png,122.4007187,116.418663,257.9940186,256
397,./20C_A_A3_64_2.png,254,116,390,256
398,./20C_A_A3_64_3.png,122,116,258,256
399,./20C_A_A3_64_4.png,254,256,390,396
400,./20C_A_A3_74_0.png,252.0826721,256,385.271698,393.1063309
401,./20C_A_A3_74_1.png,252.7174988,256,364.3226624,370.8876648
402,./20C_A_A3_74_2.png,104.3184128,95.12558746,260.596405,256
403,./20C_A_A3_74_3.png,134.2448578,126.8657532,259.6895447,256
404,./20C_A_A3_74_4.png,252,116,388,256
405,./20C_A_A3_87_0.png,124,116,260,256
406,./20C_A_A3_87_1.png,252.1723785,122.0333862,382.3113708,256
407,./20C_A_A3_87_2.png,124,256,260,396
408,./20C_A_A3_87_3.png,150.0822754,143.6630096,259.2096252,256
409,./20C_A_A3_87_4.png,130.4888,122.8820572,259.8033752,256
410,./20C_A_A3_88_0.png,252,116,388,256
411,./20C_A_A3_88_1.png,154.2694092,256,259.0827484,363.8960876
412,./20C_A_A3_88_2.png,152.5372009,256,259.1352234,365.7332764
413,./20C_A_A3_88_3.png,129.835495,122.1891632,259.8231812,256
414,./20C_A_A3_88_4.png,124,256,260,396
415,./20C_A_A3_96_0.png,124,116,260,256
416,./20C_A_A3_96_1.png,120.9746704,112.7913284,260.0916748,256
417,./20C_A_A3_96_2.png,147.2298889,140.6377411,259.2960663,256
418,./20C_A_A3_96_3.png,91.68701935,81.72865295,260.979187,256
419,./20C_A_A3_96_4.png,124,116,260,256
420,./20C_A_A3_104_0.png,124,116,260,256
421,./20C_A_A3_104_1.png,252.5212402,134.243454,370.7990417,256
422,./20C_A_A3_104_2.png,251.9291229,256,390.3387451,398.4804688
423,./20C_A_A3_104_3.png,124,116,260,256
424,./20C_A_A3_104_4.png,124,116,260,256
425,./20C_A_A3_108_0.png,251.8544464,110.9053879,392.8034973,256
426,./20C_A_A3_108_1.png,124,256,260,396
427,./20C_A_A3_108_2.png,251.6381683,103.3360291,399.9403076,256
428,./20C_A_A3_108_3.png,109.8494263,100.9918137,260.4288025,256
429,./20C_A_A3_108_4.png,252,256,388,396
430,./20C_A_A3_112_0.png,124,256,260,396
431,./20C_A_A3_112_1.png,252.1303406,256,383.6988831,391.4382019
432,./20C_A_A3_112_2.png,124,116,260,256
433,./20C_A_A3_112_3.png,124,256,260,396
434,./20C_A_A3_112_4.png,103.8123779,256,260.6117401,417.4111176
435,./20C_A_A3_113_0.png,106.528923,256,260.5294189,414.5299377
436,./20C_A_A3_113_1.png,252,256,388,396
437,./20C_A_A3_113_2.png,252,256,388,396
438,./20C_A_A3_113_3.png,138.3168335,256,259.5661621,380.8154755
439,./20C_A_A3_113_4.png,124,116,260,256
440,./20C_A_A3_116_0.png,252,116,388,256
441,./20C_A_A3_116_1.png,252,116,388,256
442,./20C_A_A3_116_2.png,115.5596008,107.0480576,260.2557678,256
